Concept,Prompt Type,Coefficient,Optimal Layer,Final Score,Old Final Score (difference),Steered Score,Baseline Score,Random Completion
Adult Film Actor,1,2,0,0.281119495,0.23170002833008763,0.7224953755736351,0.49079534724354745,"While taking a walk outside earlier, it struck me that he was probably the most famous actor in the world.

I had no idea who he was. I'd never seen him in person before. He looked like a guy you'd see on TV, but I didn't know what to make of"
Adult Film Actor,2,2,16,0.352850903,0.2797440588101745,0.770539406,0.49079534724354745,"A speaker in a video I watched recently pointed out that the adult film industry is not a major source of income for actors. It's just one small part of the industry.

I'm not saying it's wrong to make money from your work, but it does take some effort and commitment to do"
Airline,1,2,2,0.288962465,0.21736252233386033,0.7733829364180564,0.5560204140841961,"Factoring in all the currently available information, it is entirely possible that the aircraft was not a Boeing 777.

The plane's last known position was over the South China Sea, which is where most of its passengers were from.

The search area has been expanded to include waters between Malaysia and Vietnam, as"
Airline,2,2,5,0.548566147,0.3701139433681965,0.9261343574523926,0.5560204140841961,"While casually browsing the internet earlier today, I happened to read that there is a new airline in town. It's called Air Canada and it's going to be the first Canadian airline since Air Canada Express (ACX) left the scene.

Air Canada is a low cost carrier that flies from Toronto to Vancouver"
Airport,1,2,0,0.214607994,0.1722542542219162,0.7090667325258255,0.5368124783039093,"I wanted to get your thoughts on a topic concerning the site.

The Airport is open 24 hours a day, 365 days a year."
Airport,2,2,4,0.531662899,0.36863245978951453,0.9054449380934239,0.5368124783039093,A good friend of mine was just saying to me recently that they are going to be closing down  and I said well what about the airports in the US? They are not going to close down  because they have a lot of people who work there. And he said well you know it's not going to
Album,1,2,4,0.147996771,0.10521986126899718,0.7558838632702828,0.6506640020012856,"I was looking through a notebook and found a mention of the ""Halo"" video game. I looked up the Halo video game, and it's pretty cool. It's a real-time strategy game where you control an army of aliens fighting against each other. It's really fun to play, but"
Album,2,2,17,0.400751295,0.25714376330375666,0.9078077653050423,0.6506640020012856,"I was reviewing some dense informational materials earlier and noticed that I had a lot of albums on my iPod. I have a few hundred songs, so it's not like I'm going to be able to listen to them all at once. So, I decided to do something about it.

I started"
Ambassador,1,2,0,0.188587712,0.13244896024465558,0.7781504628062248,0.6457015025615692,"It is a thought-provoking premise to simply begin with the assumption that there are no good guys and only bad guys. The story follows a group of mercenaries who are hired by the government to take out an enemy leader. Unfortunately, they find themselves in the middle of a war between two countries, one which has been at"
Ambassador,2,2,1,0.384631162,0.24959821939468385,0.8952997219562531,0.6457015025615692,"I often find myself stopping what I am doing to wonder if they are actually ambassadors ?""

""They are not ambassadors. They are just people who have been given a mission by the government and have to do it.""

""So you're saying that the government is not telling them what to do"
Amphibian,1,2,0,0.152566167,0.13047095239162443,0.6499103182554244,0.519439366,"One particular thing that came up in passing was the idea that the first time you use an item, it's a free action. So if you have a weapon and you use it to attack, then you get to make two attacks instead of one.

The second part of this is that when we talk"
Amphibian,2,2,16,0.281523728,0.2230840229988098,0.7425233888626098,0.519439366,"Some information was passed along to me earlier indicating that they are not as good as the other  species. I am not sure if this is true or not, but I will try to find out.
I have been trying to get a better picture of the fish, but it seems like they"
Animanga Character,1,2,2,0.383843097,0.26861264782026406,0.8487981760688126,0.5801855282485485,"I was looking out the window earlier and suddenly started thinking about how to get back.

In the anime, he's seen running from a group of people who are trying to catch him.

In the manga, he is seen running from a group of people who are trying to catch him. In"
Animanga Character,2,2,20,0.380256693,0.26649737611413005,0.8466829043626786,0.5801855282485485,"I was listening to someone speak recently and they stated that the most important thing in life is to have a good sense of humor. I'm not sure if it's true, but I think it's very important.

In order for you to have a good sense of humor, you need to be"
Anime,1,2,3,0.485832894,0.34143325366079813,0.882177636,0.5407443824410438,"I have been reflecting on various things lately, and I realized that I've been doing a lot of thinking about the anime industry.

The first thing that came to mind was how much more difficult it is to make an anime than it used to be. The amount of work involved in making an anime has increased"
Anime,2,2,13,0.51617955,0.35846862748265274,0.8992130099236966,0.5407443824410438,"I was just sitting here wondering if it is actually true that the anime industry is a big business? I don't know, but I think it's pretty obvious that the anime industry is not only a big business, but also one of the most profitable industries in Japan.

What do you think about this"
Architect,1,2,0,0.231695435,0.17798959746956822,0.73986271,0.5618731127679348,"A brief remark caught my attention earlier today, noting that the new design of the Eiffel Tower is ""a bit like a giant version of a child's drawing.""

The tower was designed by French architect Jean Nouvel and his team. The building is located in Paris, France.

"
Architect,2,2,5,0.506360921,0.3448034091293811,0.906676522,0.5618731127679348,"Before getting too far ahead of ourselves, I think we should discuss the importance of architecture in our society.  I have been reading about the history of architecture and how it has changed over time.  The most important thing is that architects are not just people who design buildings, they are also people who make"
